company,year,Price,fuel_type,Driven,Car_Name,Model_Info
Volkswagen,2011,245000,Diesel,65000,Volkswagen Vento,Konekt Diesel Highline
Mercedes,2002,399000,Petrol,41000,Mercedes Benz,C Class 200 CDI Classic
Maruti,2013,450000,Diesel,90000,Maruti Suzuki,Ertiga VDi
Honda,2000,65000,Petrol,80000,Honda City,1.5 S MT
Hyundai,2006,75000,Petrol,46000,Hyundai Santro,Xing GLS
Maruti,2001,70000,Petrol,70000,Maruti Suzuki,Omni Limited Edition
Hyundai,2017,190000,Diesel,36469,Hyundai Sonata,Transform 2.4 GDi MT
Hyundai,2018,600000,Petrol,7800,Hyundai Elite,i20 Sportz 1.2
Volkswagen,2011,245000,Diesel,65000,Volkswagen Vento,Konekt Diesel Highline
Maruti,2017,240000,Petrol,60000,Maruti Suzuki,Alto 800 Lxi
Maruti,2011,155000,Petrol,32000,Maruti Suzuki,Alto LXi BS III
Honda,2009,169999,Petrol,24695,Honda Jazz,S MT
Hyundai,2017,450000,Petrol,15141,Hyundai Grand,i10 Sportz 1.2 Kappa VTVT
Maruti,2001,40000,Petrol,40000,Maruti Suzuki,Zen LXi BSII
Mahindra,2012,165000,Diesel,65000,Mahindra Scorpio,W Turbo 2.6DX 9 Seater
Maruti,2014,270000,Petrol,22000,Maruti Suzuki,Alto K10 VXi
Hyundai,2016,280000,Diesel,59910,Hyundai Grand,i10 Asta 1.2 Kappa VTVT
Mahindra,2012,560000,Diesel,100000,Mahindra XUV500,W8
Hyundai,2016,950000,Petrol,25000,Hyundai Creta,1.6 SX Plus Petrol
Hyundai,2013,310000,Petrol,35000,Hyundai i20,Magna O 1.2
Renault,2015,715000,Diesel,65000,Renault Duster,85 PS RxL Explore LE
Hyundai,2014,340000,Petrol,35000,Hyundai Grand,i10 Sportz 1.2 Kappa VTVT
Honda,2012,235000,Petrol,33000,Honda Brio,V MT
Mahindra,2017,610000,Diesel,68000,Mahindra TUV300,T4 Plus
Chevrolet,2010,95000,Petrol,23000,Chevrolet Spark,LS 1.0
Mahindra,2018,1000000,Diesel,4500,Mahindra TUV300,T8
Maruti,2015,220000,Diesel,129000,Maruti Suzuki,Swift Dzire Tour LDi
Nissan,2019,1200000,Diesel,300,Nissan X,Trail Select Variant
Maruti,2015,230000,Petrol,5000,Maruti Suzuki,Alto 800 Vxi
Ford,2001,45000,Petrol,65000,Ford Ikon,1.3 CLXi NXt Finesse
Toyota,2010,940000,Diesel,131000,Toyota Fortuner,3.0 4x4 MT
Tata,2010,155555,Petrol,111111,Tata Manza,ELAN Quadrajet
Mercedes,2013,1500000,Petrol,14000,Mercedes Benz,A Class A 180 Sport Petrol
Chevrolet,2016,210000,Diesel,22000,Chevrolet Beat,LS Diesel
Ford,2013,495000,Diesel,38000,Ford EcoSport,Trend 1.5L TDCi
Tata,2016,125000,Diesel,70000,Tata Indigo,LS
Hyundai,2010,195000,Petrol,36000,Hyundai i20,Magna 1.2
Volkswagen,2015,550000,Diesel,34000,Volkswagen Vento,Highline Plus 1.5 Diesel AT
Renault,2015,270000,Petrol,43000,Renault Kwid,RXT
Ford,2014,500000,Diesel,40000,Ford EcoSport,Titanium 1.5L TDCi
Honda,2016,240000,Diesel,160000,Honda Amaze,1.5 E i DTEC
Hyundai,2017,800000,Petrol,12000,Hyundai Verna,1.6 EX VTVT
BMW,2011,1299000,Diesel,49000,BMW 5,Series 520d Sedan
Skoda,2011,530000,Petrol,68000,Skoda Superb,1.8 TFSI AT
Audi,2013,1499000,Diesel,37000,Audi Q3,2.0 TDI quattro Premium
Mahindra,2012,220000,Diesel,59466,Mahindra Bolero,DI BSII
Mahindra,2015,900000,Diesel,97200,Mahindra Scorpio,S10
Ford,2012,250000,Diesel,99000,Ford Figo,Duratorq Diesel Titanium 1.4
Maruti,2018,395000,Petrol,25500,Maruti Suzuki,Wagon R VXI BS IV
Mahindra,2009,130000,Petrol,66000,Mahindra Logan,Diesel 1.5 DLS
Tata,2010,32000,Petrol,44005,Tata Nano,GenX XMA
Mahindra,2016,540000,Diesel,35000,Mahindra TUV300,T4 Plus
Mahindra,2016,540000,Diesel,35000,Mahindra TUV300,T4 Plus
Hyundai,2015,405000,Petrol,28000,Hyundai Elite,i20 Magna 1.2
Hyundai,2015,400000,Petrol,30000,Hyundai Elite,i20 Magna 1.2
Honda,2017,760000,Petrol,4000,Honda City,SV
Maruti,2016,500000,Petrol,28000,Maruti Suzuki,Baleno Delta 1.2
Ford,2011,175000,Petrol,75000,Ford Figo,Petrol LXI
Mahindra,2015,900000,Diesel,97200,Mahindra Scorpio,S10
Honda,2017,750000,Petrol,3000,Honda City,1.5 S MT
Hyundai,2015,419000,Petrol,20000,Hyundai Elite,i20 Magna 1.2
Maruti,2004,90000,Petrol,50000,Maruti Suzuki,Versa DX2 8 SEATER BSIII
Hyundai,2018,140000,Petrol,2110,Hyundai Eon,Era Plus
Mitsubishi,2015,1540000,Petrol,43222,Mitsubishi Pajero,Sport Limited Edition
Hyundai,2008,275000,Petrol,100200,Hyundai i10,Magna 1.2 Kappa2
Toyota,2003,150000,Petrol,100000,Toyota Corolla,H2
Maruti,2011,230000,Petrol,65,Maruti Suzuki,Swift Dzire Tour VXi
Tata,2015,123000,Diesel,100000,Tata Indigo,CS eLS BS IV
Mahindra,2015,900000,Diesel,97200,Mahindra Scorpio,S10
Mahindra,2015,900000,Diesel,97200,Mahindra Scorpio,S10
Hyundai,2016,300000,Diesel,140000,Hyundai Xcent,Base 1.1 CRDi
Honda,2015,499999,Petrol,55000,Honda City,1.5 S MT
Hyundai,2009,165000,Petrol,48000,Hyundai Accent,Executive Edition
Maruti,2016,498000,Petrol,22000,Maruti Suzuki,Baleno Delta 1.2
Tata,2018,480000,Diesel,103553,Tata Zest,XE 75 PS Diesel
Maruti,2017,488000,Diesel,80000,Maruti Suzuki,Dzire LDI
Tata,2014,250000,Diesel,99000,Tata Sumo,Gold LX BS IV
Toyota,2010,220000,Petrol,58000,Toyota Corolla,Altis GL Petrol
Maruti,2013,290000,LPG,70000,Maruti Suzuki,Eeco 7 STR
Toyota,2015,1525000,Diesel,120000,Toyota Fortuner,3.0 4x2 MT
Mahindra,2013,548900,Diesel,49800,Mahindra XUV500,W6
Tata,2019,650000,Diesel,100,Tata Tigor,Revotron XZ
Maruti,2001,55000,Petrol,81876,Maruti Suzuki,800
Maruti,2015,550000,Petrol,75000,Maruti Suzuki,Ertiga Vxi
Maruti,2004,90000,Petrol,50000,Maruti Suzuki,Versa DX2 8 SEATER BSIII
Honda,2014,399000,Diesel,44000,Honda Mobilio,S i DTEC
Maruti,2016,730000,Diesel,55000,Maruti Suzuki,Ertiga
Maruti,2017,725000,Diesel,36000,Maruti Suzuki,Vitara Brezza
Hyundai,2016,195000,Diesel,56000,Hyundai Verna,1.6 CRDI E
Maruti,2007,130000,Petrol,62000,Maruti Suzuki,Swift VXI BSIII
Toyota,2015,1525000,Diesel,120000,Toyota Fortuner,3.0 4x2 MT
Maruti,2014,190000,Petrol,6020,Maruti Suzuki,Omni Select Variant
Honda,2013,250000,Diesel,55700,Honda Amaze,1.2 S i VTEC
Tata,2005,80000,Petrol,42000,Tata Indica,eV2 LS
Hyundai,2003,120000,Petrol,50000,Hyundai Santro,Xing
Maruti,2010,149000,Petrol,35000,Maruti Suzuki,Zen Estilo
Maruti,2014,250000,Petrol,18500,Maruti Suzuki,Wagon R LXI BS IV
Maruti,2007,120000,Petrol,7000,Maruti Suzuki,Wagon R
Honda,2017,450000,Petrol,11000,Honda Brio,VX AT
Maruti,2003,99999,Petrol,53000,Maruti Suzuki,Zen LXi BSII
Maruti,2008,135000,Petrol,23000,Maruti Suzuki,Zen Estilo LXI Green CNG
Maruti,2016,225000,Diesel,35500,Maruti Suzuki,Wagon R Select Variant
Maruti,2010,99000,Petrol,22134,Maruti Suzuki,Alto LXi BS III
Renault,2019,370000,Petrol,1000,Renault Kwid,RXT
Tata,2010,52000,Petrol,9000,Tata Nano,Lx BSIV
Jaguar,2016,2800000,Petrol,8500,Jaguar XE,XE Portfolio
Hyundai,2014,190000,Petrol,35000,Hyundai Eon,Magna Plus
Honda,2014,499000,Petrol,22000,Honda City,1.5 S MT
Hindustan,2002,90000,Diesel,25000,Hindustan Motors,Ambassador
Maruti,2010,149000,Petrol,40000,Maruti Suzuki,Ritz GENUS VXI
Hyundai,2017,400000,Petrol,20000,Hyundai Grand,i10 Magna AT 1.2 Kappa VTVT
Hyundai,2016,120000,Petrol,87000,Hyundai Eon,D Lite Plus
Maruti,2015,250000,Petrol,55000,Maruti Suzuki,Swift Dzire VXi 1.2 BS IV
Maruti,2017,375000,Petrol,23000,Maruti Suzuki,Wagon R VXI BS IV
Honda,2014,381000,Petrol,6000,Honda Amaze,1.2 VX i VTEC
Maruti,2013,180000,Petrol,65000,Maruti Suzuki,Estilo VXi ABS BS IV
Maruti,2016,580000,Diesel,25000,Maruti Suzuki,Vitara Brezza LDi O
Maruti,2015,278000,Petrol,39000,Maruti Suzuki,Eeco 5 STR WITH AC HTR
Hyundai,2016,1000000,Petrol,8000,Hyundai Creta,1.6 SX Plus Petrol AT
Mahindra,2013,690000,Diesel,75000,Mahindra Scorpio,Vlx BSIV
Maruti,2012,480000,Diesel,51000,Maruti Suzuki,Ertiga VDi
Mitsubishi,2006,85000,Petrol,50000,Mitsubishi Lancer,1.8 LXi
Maruti,2001,40000,Petrol,75000,Maruti Suzuki,Maruti 800 AC
Maruti,2015,90000,Petrol,55800,Maruti Suzuki,Alto 800 LXI CNG O
Hyundai,2015,340000,Petrol,53000,Hyundai Grand,i10 Magna 1.2 Kappa VTVT
Hyundai,2018,260000,Petrol,25000,Hyundai Eon,D Lite Plus
Ford,2009,250000,Petrol,56400,Ford Fiesta,SXi 1.6 ABS
Maruti,2010,180000,Diesel,72160,Maruti Suzuki,Ritz VDi
Hyundai,2012,350000,Diesel,10000,Hyundai Verna,Fluidic New
Maruti,2006,90001,Petrol,48000,Maruti Suzuki,Wagon R LXi BS III
Maruti,2007,115000,Petrol,36000,Maruti Suzuki,Estilo LX BS IV
Audi,2012,1599000,Diesel,11500,Audi A6,2.0 TDI Premium
Maruti,2003,130000,Petrol,133000,Maruti Suzuki,Wagon R LXi BS III
Maruti,2009,159000,Petrol,27000,Maruti Suzuki,Wagon R
Maruti,2009,160000,Petrol,35000,Maruti Suzuki,Wagon R
Maruti,2010,110000,Petrol,55000,Maruti Suzuki,Alto
Maruti,2016,425000,Petrol,40000,Maruti Suzuki,Baleno Sigma 1.2
Hyundai,2019,900000,Petrol,2000,Hyundai Verna,1.6 SX VTVT AT
Maruti,2009,150000,Petrol,45000,Maruti Suzuki,Swift GLAM
Hyundai,2009,110000,Petrol,20000,Hyundai Getz,Prime 1.3 GVS
Hyundai,2000,51999,Petrol,88000,Hyundai Santro,Xing XL AT eRLX Euro III
Hyundai,2009,115000,Petrol,20000,Hyundai Getz,Prime 1.3 GLX
Chevrolet,2012,215000,Diesel,65422,Chevrolet Beat,PS Diesel
Ford,2017,580000,Petrol,10000,Ford EcoSport,Trend 1.5 Ti VCT
Maruti,2013,380000,Petrol,35000,Maruti Suzuki,Dzire ZXI
Hyundai,2013,350000,Diesel,117000,Hyundai Fluidic,Verna 1.6 CRDi SX
Tata,2005,35000,Diesel,150000,Tata Indica,V2 DLG
BMW,2011,1150000,Diesel,72000,BMW X1,xDrive20d xLine
Hyundai,2010,300000,Petrol,10750,Hyundai i20,Asta 1.2
Honda,2009,269000,Petrol,55000,Honda City,1.5 V AT
Tata,2013,60000,Petrol,6800,Tata Nano,Cx BSIV
Chevrolet,2014,400000,Diesel,41000,Chevrolet Cruze,LTZ AT
Hyundai,2015,430000,Diesel,73000,Hyundai Verna,Fluidic New
Maruti,2011,140000,Diesel,65000,Maruti Suzuki,Swift Dzire VDi
Mahindra,2014,8500003,Diesel,45000,Mahindra XUV500,W6
Mahindra,2018,1299000,Diesel,40000,Mahindra XUV500,W10
Maruti,2014,199000,Petrol,37000,Maruti Suzuki,Alto K10 LXi CNG
Hyundai,2006,90000,Petrol,55000,Hyundai Accent,GLE
Force,2013,550000,Diesel,140000,Force Motors,One SUV
Maruti,2019,265000,Petrol,9800,Maruti Suzuki,Alto
Chevrolet,2011,100000,Petrol,27000,Chevrolet Spark,1.0 LT
Hyundai,2009,215000,Petrol,27000,Hyundai i10,Magna 1.2
Toyota,2012,380000,Diesel,20000,Toyota Etios,Liva GD
Renault,2013,401919,Diesel,57923,Renault Duster,85PS Diesel RxL Optional with Nav
Chevrolet,2014,490000,Diesel,30201,Chevrolet Enjoy,1.4 LS 8 STR
Maruti,2017,280000,Petrol,6200,Maruti Suzuki,Alto 800 Lxi
BMW,2009,650000,Petrol,37518,BMW 5,Series 530i
Toyota,2014,160000,Petrol,24652,Toyota Etios,Liva G
Mahindra,2004,424000,Diesel,383,Mahindra Jeep,MM 550 XDB
Chevrolet,2016,225000,Diesel,95000,Chevrolet Beat,LS Diesel
Chevrolet,2011,350000,Diesel,35000,Chevrolet Cruze,LTZ
Jeep,2015,950000,Diesel,3528,Jeep Wrangler,Unlimited 4x4 Diesel
Maruti,2013,485000,Diesel,52500,Maruti Suzuki,Ertiga VDi
Hyundai,2010,205000,Diesel,47900,Hyundai Verna,VGT CRDi SX ABS
Maruti,2012,160000,Petrol,14000,Maruti Suzuki,Omni
Maruti,2018,310000,Petrol,37000,Maruti Suzuki,Celerio VDi
Tata,2017,180000,Diesel,90000,Tata Zest,Quadrajet 1.3
Mahindra,2013,549900,Diesel,52800,Mahindra XUV500,W6
Tata,2016,150000,Diesel,104000,Tata Indigo,CS eLX BS IV
Hyundai,2011,175000,Petrol,30000,Hyundai i10,Era
Tata,2014,95000,Diesel,195000,Tata Indigo,eCS LX TDI BS III
Tata,2016,230000,Diesel,104000,Tata Indigo,LX TDI BS III
Tata,2016,230000,Diesel,104000,Tata Indigo,eCS LX CR4 BS IV
Tata,2004,180000,Diesel,70000,Tata Indigo,Marina LS
Hyundai,2015,400000,Diesel,43000,Hyundai Xcent,SX 1.2
Hyundai,2013,185000,Petrol,23000,Hyundai Eon,Magna Plus
Renault,2015,385000,Diesel,51000,Renault Duster,85 PS RxL Diesel
Maruti,2009,90000,Petrol,62000,Maruti Suzuki,Alto K10 LXi CNG
Tata,2010,32000,Petrol,48008,Tata Nano,LX Special Edition
Renault,2013,435000,Diesel,39000,Renault Duster,110 PS RxZ Diesel
Maruti,2010,225000,Petrol,40000,Maruti Suzuki,Wagon R AX BSIV
Maruti,2006,189700,Petrol,48247,Maruti Suzuki,Swift
Maruti,2012,389700,Diesel,39000,Maruti Suzuki,Ertiga
Maruti,2014,365000,Petrol,23000,Maruti Suzuki,Swift VXi 1.2 ABS BS IV
Maruti,2017,360000,Petrol,9400,Maruti Suzuki,Alto K10 New
Hyundai,2010,210000,Petrol,50000,Hyundai i20,Magna
Hyundai,2009,170000,Petrol,75000,Hyundai i10,Magna 1.2
Tata,2017,380000,Diesel,70000,Tata Zest,XE 75 PS Diesel
Mahindra,2009,295000,Diesel,64000,Mahindra Xylo,E8
Toyota,2010,185000,Petrol,55000,Toyota Corolla,Altis GL Petrol
Tata,2014,160000,Diesel,200000,Tata Manza,Aqua Quadrajet
Renault,2018,290000,Petrol,2137,Renault Kwid,1.0
Tata,2013,100000,Diesel,30000,Tata Venture,EX 8 STR
Maruti,2014,315000,Petrol,44000,Maruti Suzuki,Swift Dzire Tour LXi
Skoda,2006,114990,Diesel,65000,Skoda Octavia,Classic 1.9 TDI MT
Maruti,2012,120000,LPG,160000,Maruti Suzuki,Omni LPG BS IV
Tata,2012,210000,Diesel,75000,Tata Sumo,Gold EX BS IV
Hyundai,2018,855000,Diesel,42000,Hyundai Verna,1.6 CRDI SX
Tata,2012,210000,Diesel,75000,Tata Sumo,Gold EX BS IV
Mahindra,2007,260000,Diesel,56000,Mahindra Scorpio,2.6 CRDe
Maruti,2002,95000,Petrol,10544,Maruti Suzuki,Zen LXi BS III
Maruti,2011,255000,Petrol,64000,Maruti Suzuki,Swift Dzire VXi 1.2 BS IV
Mahindra,2008,300000,Diesel,70000,Mahindra Scorpio,SLX 2.6 Turbo 8 Str
Hyundai,2014,340000,Petrol,25000,Hyundai Grand,i10 Sportz 1.2 Kappa VTVT
Hyundai,2017,550000,Petrol,15000,Hyundai Elite,i20 Sportz 1.2
Ford,2003,60000,Petrol,50000,Ford Ikon,1.6 Nxt
Toyota,2011,750000,Diesel,147000,Toyota Innova,2.5 V 7 STR
Nissan,2011,230000,Petrol,52000,Nissan Sunny,XL
Chevrolet,2012,130000,Diesel,90001,Chevrolet Beat,LT Diesel
Maruti,2017,270000,Petrol,21000,Maruti Suzuki,Alto 800 Lxi
Maruti,2012,280000,Diesel,48006,Maruti Suzuki,Swift VDi BS IV
Maruti,2012,280000,Diesel,48006,Maruti Suzuki,Swift VDi BS IV
Maruti,2012,280000,Diesel,48006,Maruti Suzuki,Swift
Toyota,2012,600000,Diesel,80000,Toyota Innova,2.0 G4
Maruti,2010,190000,Diesel,74000,Maruti Suzuki,Swift VDi ABS
Hyundai,2015,500000,Petrol,22000,Hyundai Elite,i20 Asta 1.2
Mahindra,2016,1065000,Diesel,41000,Mahindra XUV500,W10
Volkswagen,2015,350000,Diesel,25000,Volkswagen Polo,Trendline 1.5L D
Toyota,2012,350000,Diesel,85000,Toyota Etios,Liva Diesel
Mahindra,2016,540000,Diesel,29500,Mahindra TUV300,T4 Plus
Hyundai,2015,470000,Petrol,30000,Hyundai Elite,i20 Asta 1.2
Hyundai,2014,179000,Petrol,57000,Hyundai Santro,Xing GLS
Maruti,2003,48000,Petrol,60000,Maruti Suzuki,Zen LXi BS III
Maruti,2016,650000,Petrol,50000,Maruti Suzuki,Ciaz ZXi Plus RS
Hyundai,2013,190000,Petrol,39700,Hyundai Eon,Era Plus
Hyundai,2012,500000,Petrol,65000,Hyundai Elantra,1.8 S
Maruti,2010,270000,Diesel,67000,Maruti Suzuki,Swift VDi
Maruti,2008,125000,Petrol,46000,Maruti Suzuki,Zen Estilo LXI Green CNG
Hyundai,2012,188000,Petrol,38000,Hyundai Eon,Era Plus
Hyundai,2016,380000,Petrol,27000,Hyundai Grand,i10 Magna 1.2 Kappa VTVT
Hyundai,2011,365000,Diesel,43000,Hyundai Verna,Fluidic New
Ford,2014,465000,Petrol,47000,Ford EcoSport,Trend 1.5L Ti VCT
Hyundai,2011,240000,Petrol,42000,Hyundai i20,Magna
Tata,2015,140000,Diesel,60105,Tata Indica,eV2 LS
Jaguar,2013,2190000,Diesel,29000,Jaguar XF,2.2 Diesel Luxury
Audi,2014,2390000,Diesel,34000,Audi Q5,2.0 TDI quattro Premium Plus
BMW,2011,1075000,Diesel,35000,BMW 3,Series 320d Sedan
Maruti,2015,475000,Petrol,22000,Maruti Suzuki,Swift ZXi 1.2 BS IV
BMW,2012,1025000,Diesel,41000,BMW X1,sDrive20d
Maruti,2016,615000,Diesel,21000,Maruti Suzuki,S Cross Sigma 1.3
Maruti,2013,475000,Diesel,48000,Maruti Suzuki,Ertiga LDi
Maruti,2016,270000,Petrol,38000,Maruti Suzuki,Alto K10 VXi AMT
Honda,2014,475000,Diesel,34000,Honda City,SV
Volkswagen,2011,240000,Petrol,45933,Volkswagen Vento,Comfortline Petrol
Honda,2005,120000,Petrol,68000,Honda City,1.5 EXi New
Audi,2016,1900000,Diesel,44000,Audi A4,2.0 TDI 177bhp Premium
Mahindra,2017,360000,Diesel,35000,Mahindra KUV100,K8 D 6 STR
Tata,2018,450000,Diesel,102563,Tata Zest,XE 75 PS Diesel
Mahindra,2015,900000,Diesel,28600,Mahindra XUV500,W8
Maruti,2017,650000,Diesel,41800,Maruti Suzuki,Swift Dzire Tour VDi
Tata,2014,275000,Diesel,116000,Tata Sumo,Gold LX BS IV
Maruti,2009,210000,Petrol,59000,Maruti Suzuki,Swift Dzire VXi 1.2 BS IV
Mahindra,2004,175000,Diesel,58000,Mahindra Scorpio,2.6 SLX
Maruti,2009,85000,Petrol,45000,Maruti Suzuki,Omni 8 STR BS III
Mitsubishi,2015,1490000,Diesel,42590,Mitsubishi Pajero,Sport Limited Edition
Renault,2014,800000,Diesel,7400,Renault Duster,110PS Diesel RxZ
Volkswagen,2009,450000,Diesel,54500,Volkswagen Jetta,Comfortline 1.9 TDI AT
Maruti,2012,1000000,Diesel,200000,Maruti Suzuki,Ertiga Vxi
Audi,2013,1510000,Diesel,27000,Audi A4,2.0 TDI 177bhp Premium
Volvo,2015,1850000,Diesel,42000,Volvo S80,Summum D4
Toyota,2014,790000,Petrol,29000,Toyota Corolla,Altis VL AT Petrol
Mitsubishi,2015,1725000,Diesel,37000,Mitsubishi Pajero,Sport 2.5 AT
Chevrolet,2012,135000,Petrol,36000,Chevrolet Beat,LT Petrol
BMW,2011,1000000,Diesel,34000,BMW X1,sDrive20d
Datsun,2018,299999,Petrol,7000,Datsun Redi,GO S
Mercedes,2009,1225000,Diesel,76000,Mercedes Benz,C Class C 220 CDI Avantgarde
Mahindra,2004,175000,Diesel,60000,Mahindra Scorpio,SLX
Volkswagen,2011,200000,Diesel,95000,Volkswagen Vento,Comfortline Diesel
Tata,2017,270000,Diesel,50000,Tata Indigo,CS GLS
Honda,2006,180000,Petrol,50000,Honda City,ZX GXi
Maruti,2008,140000,Petrol,68000,Maruti Suzuki,Wagon R Duo Lxi
Ford,2014,400000,Petrol,16000,Ford EcoSport,Trend 1.5L TDCi
Maruti,2016,499000,Diesel,51000,Maruti Suzuki,Swift Dzire VDi
Maruti,2009,85000,Petrol,56000,Maruti Suzuki,Omni 8 STR BS III
Maruti,2004,70000,Petrol,100000,Maruti Suzuki,Zen LX BSII
Renault,2015,550000,Petrol,36000,Renault Duster,RxL Petrol
Maruti,2014,370000,Petrol,11523,Maruti Suzuki,Swift VXi 1.2 BS IV
Maruti,2018,690000,Petrol,1000,Maruti Suzuki,Baleno Zeta 1.2
Honda,2009,250000,Petrol,60000,Honda WR,V S MT Petrol
Tata,2016,110000,Diesel,85000,Tata Indigo,CS eLX BS IV
Renault,2013,490000,Diesel,38600,Renault Duster,110 PS RxL Diesel
Mahindra,2009,320000,Diesel,95500,Mahindra Scorpio,LX BS III
Maruti,2004,68000,Petrol,56000,Maruti Suzuki,Zen LXi BS III
Maruti,2014,130000,Petrol,37458,Maruti Suzuki,Wagon R LXi BS III
Maruti,2016,970000,Diesel,85960,Maruti Suzuki,SX4 Celebration Diesel
Audi,2015,3100000,Petrol,12516,Audi A3,Cabriolet 40 TFSI
Hyundai,2018,280000,Petrol,35000,Hyundai Eon,D Lite Plus
Mahindra,2008,285000,Diesel,80000,Mahindra Scorpio,SLX
Hyundai,2011,165000,Petrol,45000,Hyundai Santro,AE GLS Audio
Maruti,2009,250000,Diesel,51000,Maruti Suzuki,Swift Dzire Tour VDi
Mahindra,2015,865000,Diesel,30000,Mahindra Scorpio,S4
Mahindra,2011,390000,Diesel,48000,Mahindra Xylo,D2 BS IV
Hyundai,2003,60000,Petrol,51000,Hyundai Santro,Xing XL AT eRLX Euro III
Chevrolet,2015,215000,Diesel,90000,Chevrolet Beat,LT Diesel
Maruti,2015,475000,Diesel,43000,Maruti Suzuki,Swift Dzire VDi
Mahindra,2015,899000,Diesel,53000,Mahindra XUV500,W8
Toyota,2013,1499000,Diesel,97000,Toyota Fortuner,3.0 4x4 MT
Maruti,2013,240000,Petrol,20000,Maruti Suzuki,Alto K10 VXi
Hyundai,2007,99000,Petrol,55000,Hyundai Getz,GLE
Maruti,2014,260000,Diesel,120000,Maruti Suzuki,Swift Dzire Tour LDi
Hyundai,2007,115000,Petrol,46000,Hyundai Santro,Xing XL AT eRLX Euro III
Hyundai,2009,88000,Petrol,43200,Hyundai Santro,Xing XL eRLX Euro III
Mahindra,2011,390000,Diesel,56000,Mahindra Xylo,D2 BS IV
Hyundai,2007,135000,Petrol,42000,Hyundai Santro,Xing XL eRLX Euro III
Tata,2009,90000,Diesel,30600,Tata Indica,V2 DLS BS III
Hyundai,2011,220000,Petrol,38000,Hyundai i10,Sportz 1.2
Hyundai,2017,424999,Petrol,2550,Hyundai Grand,i10 Magna 1.2 Kappa VTVT
Hyundai,2007,135000,Petrol,47000,Hyundai Santro,Xing XL AT eRLX Euro III
Honda,2005,95000,Petrol,41000,Honda City,1.5 E MT
Nissan,2017,430000,Diesel,62500,Nissan Micra,XL
Honda,2005,115000,Petrol,68000,Honda City,1.5 S Inspire
Maruti,2015,215000,Petrol,50000,Maruti Suzuki,Alto 800 Lxi
Maruti,2004,53000,Petrol,69000,Maruti Suzuki,Wagon R LX BS III
Maruti,2012,500000,Diesel,48000,Maruti Suzuki,Ertiga VDi
Tata,2012,85000,Diesel,55000,Tata Indica,eV2 eXeta eGLX
Maruti,2013,165000,Petrol,25000,Maruti Suzuki,Omni E 8 STR BS IV
Hyundai,2014,200000,Petrol,28400,Hyundai Eon,Era Plus
Hyundai,2014,200000,Petrol,28000,Hyundai Eon,Era Plus
Maruti,2015,425000,Diesel,42000,Maruti Suzuki,Swift LDi
Hyundai,2012,600000,Diesel,29000,Hyundai Verna,1.6 CRDI SX Plus AT
Chevrolet,2005,130000,Diesel,68485,Chevrolet Tavera,LS B3 10 Seats BSII
Tata,2018,430000,Petrol,3500,Tata Tiago,Revotron XM
Maruti,2006,71000,Petrol,32000,Maruti Suzuki,Zen LXi BS III
Mahindra,2018,560000,Diesel,8000,Mahindra KUV100,K8 D 6 STR
Ford,2014,590000,Diesel,34000,Ford EcoSport,Titanium 1.5 TDCi
Hindustan,1995,750000,Petrol,37000,Hindustan Motors,Ambassador Classic Mark 4 – Befo
Ford,2007,125000,Diesel,85455,Ford Fusion,1.4 TDCi Diesel
Hyundai,2007,135000,Petrol,46000,Hyundai Santro,Xing XL AT eRLX Euro III
Hyundai,2002,60000,Petrol,47000,Hyundai Santro,Xing XL AT eRLX Euro III
Fiat,2009,120000,Petrol,64000,Fiat Linea,Emotion 1.4 L T Jet Petrol
Ford,2008,95000,Petrol,46000,Ford Ikon,1.3 Flair Josh 100
Maruti,2017,240000,Petrol,8000,Maruti Suzuki,Omni E 8 STR BS IV
Tata,2012,115000,Diesel,64000,Tata Indica,V2 LS
Mahindra,2015,795000,Diesel,63000,Mahindra Scorpio,S4
Hyundai,2007,55000,Petrol,65000,Hyundai Santro,Xing XL eRLX Euro III
Mahindra,2009,300000,Diesel,62000,Mahindra Xylo,D2
Hyundai,2014,320000,Petrol,41000,Hyundai Grand,i10 Asta 1.2 Kappa VTVT
Maruti,2015,265000,Petrol,14000,Maruti Suzuki,Alto 800 Lxi
Toyota,2006,160000,Petrol,40000,Toyota Corolla,Altis
Hyundai,2017,300000,Petrol,1600,Hyundai Eon,Magna
Tata,2010,130000,Diesel,90000,Tata Sumo,Grande MKII GX
Maruti,2011,250000,Diesel,58000,Maruti Suzuki,Swift VDi
Volkswagen,2013,380000,Petrol,27000,Volkswagen Polo,Highline1.2L P
Maruti,2003,42000,Petrol,60000,Maruti Suzuki,Alto 800 Lx
Tata,2017,400000,Petrol,31000,Tata Tiago,Revotron XZ
Maruti,2009,120000,Diesel,90000,Maruti Suzuki,Swift LDi
Maruti,2009,120000,Diesel,90000,Maruti Suzuki,Swift VDi
Tata,2016,130000,Diesel,150000,Tata Indigo,eCS
Chevrolet,2014,189000,Diesel,31000,Chevrolet Beat,LS Diesel
Mahindra,2011,365000,Diesel,43000,Mahindra Xylo,E8 BS IV
Hyundai,2013,170000,Petrol,20000,Hyundai Eon,D Lite Plus
Tata,2013,215000,Petrol,100000,Tata Sumo,Gold FX BSIII
Tata,2013,60000,Petrol,7000,Tata Nano,Cx BSIV
Hyundai,2017,599999,Petrol,31000,Hyundai Elite,i20
